회차	댓글
64	근데 이만화는 일진 미화가 정말 도가 넘을정도로 심각함; 바스코 어릴때 편만해도 바스코 괴롭히던일진들이 하던짓이나 얘내들이 하는짓이나 현실적으로보면 청소년들이라도 감방수준인 폭력들이 너무많음 이 웹툰의 주 시청자가 아직 올바른 가치관을 가지지못한 초중고등학생이라는걸 감안하면 수위좀 낮춰야할거 같다고 생각함
64	아니 베댓들 개답답하네 문제는 수위가 아니라 내용자체의 문제라고!!일진미화 외모지상주의를 비판한다는 타이틀을 내걸었으면서 정작 내용은 외모지상상주의 찬양 + 일진미화 차라리 그냥 대놓고 일진만화면 몰라 외모지상주의 라는 민감한 소재를 가지고 이거를 비판한다는 뉘앙스로 시작했으면서 가면 갈수록 알고보니 일진들은 착한애들, 편덕화빼고 못생긴애들은 어딘가 이상한캐릭터. 문제를 못느끼겠어요?
64	일진 미화라니 바스코는 일진딧하는 양아치들을 싫어하는 컨셉이고 이진성은 일진이었으나 점점 후회하면서 바뀌어가는 중이고 나머지 일진들은 전부 다 악역에 미화없이 나쁜 모습으로 나왔다. 그리고 못생긴 캐릭터가 악역이라고 뭐라하는데 항상 잘 생긴 캐릭터가 악역 하는것도 오히려 모순 아닌가? 내생각엔 작가가 외모지상주의로 하고 싶은 말은 잘 생겼던 못생겼던 악역도 선역도 할수 있다는거다. 잘생긴 사람이 나빠야 하는것도 아니고 못생긴 사람이 착해야 하는것도 아니다. 반대로 잘생긴 사람이 착해야히는갓도 아니고 못생긴 사람이 나빠야하는것은 아니다. 그냥 나쁜놈이 나쁜거고 착한놈이 착한거다.
65	난또 려원이가 박태준 유인하는줄ㅋㅋㅋㅋㅋ
65	진성이가 자기행동 되돌아보고 하는게 뿌듯하고 기분좋네
65	여러분 대한민국 뽀샵이 이렇게 위험합니다
65	려원인가 하는얘가 알려준거같은데
65	진성이 뭔 죄야..
65	진성이 외모지상주의 첨부분하고비교해보면 철많이 들었다...
65	이제 또 누가 도와줘서 가르침을 얻겠지
65	근데 작가님 이름이 박태준인걸 아셔야합니다
65	이번 에피소드는 보는 동안 기분이 나빠지네..
65	근데 솔직히 사람 차로 치고 진짜 생명 위협하는데 재밌다고 낄낄거리네 실제로도 저러나.. 솔직히 저 깡패 뭐가좋다고 sns에서 인기 많은거임?ㅋㅋㅋ
65	솔직히 이 만화 보면서 못생긴애들이 못난짓만해서 외모지상주의를 오히려 부추긴다는 댓글들 이해안감. 못생긴애들 뿐만 아니라 잘생긴애들도 지 얼굴만 믿고 멋대로 행동하는 내용 매화마다 나오고 있는데 여기서 뭘 더 어떻게 하라는건지. 그리고 뚱뚱한 주인공도 겉모습만 못생겼을뿐이지 마음은 아주 예쁜 아이란걸 충분히 보여준거 같은데.
65	아니 베댓 자다왔니 분 무슨 말씀하시는 건지 ;;신대훈이라는 인물이 이 만화에서 긍정적으로 그려진것도 아니고 누가봐도 악랄하게 그려지고 있는데 정신이 아직 성숙하지 않은 학생이 보면 멋있어 보일거라고요? 제대로 된 외모지상주의 비판만화를 그려달라고요? 작가님은 사람은 외모로 보지 않고 마음으로 보아야 한다는 식의 교훈을 매화마다 주시고 또한 잘생겼지만 행동은 전혀 좋지않은 인물을 보여주시면서 외모지상주의를 충분히 비판하는 것을 그림으로 통해 보여주시고 있어요 이 이상을 바란다는 것은 솔직히 억지라 봅니다 그러니까 물타기 좀 안하셨으면 좋겠네요ㅇㅅㅇ
65	일진만화에서는 법과 경찰은 없는 거나 마찬가지인 세기말 아포칼립스 배경이라. 인터넷으로 사람을 인신공격할 경우 찾아가서 때리기 앞서 가까운 경찰에다 고소장 하나 넣어주면 경찰이 알아서 잡아다 대면시켜주고, 벌금형은 기본으로 박고 들어감. 합의금으로 수백만원 뜯을 수도 있고. 하긴, 길거리에서 사람을 야구빠따로 때려도 아무 일 없는 막장 무법지대인데...
65	19살이 운전하는데경찰은머하냐
65	그 간지난다는 수퍼카는 어디가고 승용차타고 잇냐
66	형석이 가는곳에 재열이 간다
66	아무리 인성이 쓰레기여도 당당하다고 납득하다니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
66	결론: 항상그렇듯 바스코 형석 진성이 소환 +재열이
66	궁금한게 사람을 패는데 막 당당하게 경찰에신고하라고 하면 맞을짓을해서 그렇구나라고 생각하는게 이상하게 생각되는건 나뿐인가?
66	윤×성, 박×명, 신×일... 등등 SNS스타라고 난리도 아닌데... 유명해서 알게 된 게 아니라. 시끄러워서 알게 됨. 하나는 폭력, 하나는 토토폭력깜방, 하나는 그냥 벼어어어엉신 나라망신... sns에서 좀 잘 나가는 거 같으니까 너네가 뭐라도 되는 거 같냐.. 진짜 같잖고 애들이 너네 따라할까봐 겁난다.
66	베댓 뭔 소린지 하나도 모르겠다. 정리해준단 놈이 설명 드럽게 못 한다.
66	한국페북은 다망했으면 좋겠다공약걸고 지몸 함부러 쓰거나(젖꼭지불태운다는애들도있음) 댓글달면 돈준다거나 댓글알바하는것들 다 꼴보기싫음
66	쓰레기처럼 살아도 잘생기면된다.. 진짜 현재 페북의 실체와 외모지상주의를 제대로 보여주네 일단 잘생기면 좋아요 기본 팔로우 기본으로 먹고 들어가지 쓰레기짓을 하면 물론 떨어져나가는사람도 많지만 그걸 또 하나의 유희로 보는 사람도 많으니.. 많은 페북스타들이 여러만행을 저지른걸 봤을 때 이번화 진짜 개공감한다
66	이번편 소름이네 신대훈이 윤희성 엘보우 재현하고 특히 오토바이 장면을 보세요. 영상을 보면 그 당시에 윤희성이 엘보우로 쓰러뜨리고 사람들이 뭐라고 하자 이 만화의 신대훈처럼 당당히 죄송하다고 신고해도된다고 합니다. 또 신대훈이 현도를 무릎 꿇게하고 박스 같은걸로 때리는건 신지훈이 유민수 잡아서 때리는걸 패러디한거고 특히 이부분은 문신,입고있는 옷까지 똑같네요. 그리고 이현도를 엘보우로 눕히고 때릴 때 어떤 할아버지가 조용히하라고 하죠? 이부분은홍정우 장인석이 햄스터 사건때 햄스터 죽인애를 구타할때 어떤 아저씨가 말리는데 그때 사과 하는것과 똑같네요. 정말 이번편 보고 소름돋았습니다. 정말 패러디 잘하시네요.
66	박태준작가님 그냥 얼짱으로떠서 쇼핑몰하는 분인줄알았는데 이렇게 만화그리는데 능력이 있으신줄은 몰랐어요 팔방미인이세용 원피스 나루토 블리치 원펀맨 밖에 안보고 웹툰 잘안보는데 유일하게 보는 웹툰이에용 재미있어용 !!잘생기고 만화도 잘그리시고 응원해용
66	다음 화 안 들어가 져서 이 편 다시 보고 있는 사람 조용히 좋아요
66	지금 안들어가지는사람
66	아니 다음편 왜 안봐져
66	안들어가지는사람추천해봐
67	문신은 바스코도 있다.
67	저타투에덩치면쫄만하지...ㅋㅋ
67	친구야 널 위해서 하는말인데 그 멱살 빨리놔
67	지금 나만 웹툰 서비스 연결이 잘 안되는건가?
67	진짜 배댓들 읽는속도 존경스럽다
67	지금 웹툰 서비스 이상해서 좋아요 눌르면 '서비스 연결의 실패하였습니다'라고 뜨네..
67	아왜별점주기가안됨? 나만그럼?
67	와이파이야 욕해서 미안해 나만 안되는 줄 알앗서
67	나만 웹툰이거만봐지냐?
67	동시접속자수 많아서 한동안 못들어온사람 손
67	예언자 갑니다 사실 김대훈 쟤 싸움 못하는데 조폭인척 꾸미면서 하는 관심병자였던겁니다. 그래서 바스코 문신 보고 놀란거고 사실은 세보이는것 모두가 자신이 만든 이미지 그 자체였던 겁니다.
67	설마 다 페북스타들 해킹 당해서 아이디 다시 만들엇다고한가 팔아서 그런건 아니겟지... 나 즐겨보는 페북스타도 잇엇는데...
67	그냥 박태준이라고해서 얼짱시대 박태준이라고 생각하고 아보키 쇼핑몰 운영하는 잘생긴 형님인줄 알았는데이렇게 웹툰 만화까지 잘그릴주는 몰랐네요 제가 편견을 갖고있었습니다 죄송합니다 -- 저번에 티비 동상이몽에 출연하셔셔 만화가 박태준이라는말에 한번놀래서 찾아보니 이거였더군요 정말재밌고 짱입니다 유치한표현이지만 지존이네요 마음의소리 갓오하말고 볼께생겻네요 감사합니다
67	광고에 코스프레 콘테스트 보고 얼굴에 폰 떨굴뻔 했네...
67	한소연편은없나요 절레절레 호로로로로롤
68	솔직히 진짜로 키우고 있는지 몰랐다. 난 그냥 진심 구라인줄
68	작가님이 이야기하고 싶은 것은 외모지상주의를 비판만 하는 것도 아니고 외모지상주의를 추구만 하는 게 아니라는 생각이 드네요 작가님은 잘생긴 사람중 좋은 짓하는 사람이 있고 나쁜 짓하는 사람이 있고 못생긴 사람 중 좋은 짓하는 사람이 있고 나쁜 짓하는 사람이 있다는 것을 이야기 해주고 싶은 것 같아요 애초에 외모자체로 사람의 인격을 평가하는 모든것을 외모지상주의라고 이야기하고싶으신거 같고 그리고 이러한 외모지상주의를 비판하시는 것 같아요.
68	칼업뎃이라고 말하기도 입아프다
68	아니 작가님!! 목요일웹툰이 이렇게 늦게 올라오면 어떡합니까!
68	여기서 또하나 느껴야할것진성이는 진짜 싸움을 잘함 진짜정말 깁스해도 정말잘하는듯... 그리고 바스코가 깡패들 누르는 장면이있었는데 깡패중에 뚱뚱한애도 녹다운됬음 바스코는 힘이정말센듯.. 하지만 형석이는 진성이도 이기고 바스코도 이겼다 결론은 박형석짱
68	이번편은 그냥 재열이가 너무 귀여움 ~♥
68	외모지상주의 비판하는 거 맞습니다.. 같은 자작극인데 태준은 페북매장이지만 잘생긴 신대훈은 금방 재기해서 다시 따봉유도 하고 다닙니다. 또한 태준은 따봉얻으려고 그 난리를 쳤는데 형석은 그냥 설명영상 대충 하나 올렸는데 페북스타가 되죠. 이게 웹툰상 상상이 아니라 실제로 현실에서 발생하고 있는 실태를 고발하는 겁니다. 또한 모든 사건의 해결을 모조리 주먹으로 해결한다는 게 비판의 대상이 될 순 있겠으나 이 또한 법보다 주먹이 가까이 있는 현실을 풍자하고 있는 거죠. 외모지상주의 비판이라고 해서 반드시 못생긴 주인공이 나와 인정받고 외모지상주의 현실 깨부수고 해야 하는 게 아닙니다. 말 그대로 현실을 있는그대로, 또는 약간 과장해서 꼬집는 것도 비판인 거죠.
68	잊고있었다 재열...
68	태준이가 원한건 친구였구나..너무 외로워서 관심 받고 싶고 사랑 받고 싶었겠지..짠하다..
68	재열이는 말을 못해요??
68	근데왜 아무도 현도얘기는없습니까? 원래일진짓하고 자기보다약한애를 건드리고 진짜이상한짓하고다녔는데 진성이가구해준뒤로 자기도변했잖아 현도정신차리는모습보기좋다
68	진성이 깁스 안푼척 하는거 같은데 ㅋㅋ
68	얼짱으로 나올땐 잘몰랐어요.관심도 없었고,근데 웹툰을 보다보니,정확한 메세지는 전달되요.외모지상을 추구하냐,아니냐가 아니라,우선 진심이 전달됩니다.캐릭터들이 겉과 다르게 속마음이 모두 선합니다.하지만 주변에 의해 그 선함이 나오는거 같아요.서툴고 어색한 표현들이 예쁘게 보여집니다.참고로 36살인데,이 웹툰 유일하게 봅니다.얼마전 금연 웹툰보았어요.저도 금연 한달째,박태준작가님이 비흡연자라해서 놀람.이래서 사람은 모두 자꾸보고,또 봐야된다는^^
68	그렇게현도는바바리맨이되었다.
68	형석이 페북스타됐으니 이태성에게도 노출됐겠네요.
69	대사는없지만 다이해가된다
69	대사없이 대화가 가능한 커플 ㅋㅋㅋㅋ
69	이거 배댓들 빨리 보는 이유가 스토어에서 먼저 봤긴 때문임.
69	엄마앞에서 자식이 피흘리고 있는꼴을본 이누 감정이 다이해가 되요...ㅠ
69	와 UP 안떳는데 들어온사람 손
69	마음속에 찰랑이는 맑고 고운 말 한마디
69	재열이 착하다...대부분의 견주들은 자기가 키우는 강아지가 싼 똥 안치우든데..밞은적도 있음..ㅠㅠ 재발 견주분들 산책하다가 자기가 키우는 강아지가 싼 똥은 치웁시다..ㅠㅠ
69	업안떳는데 보는기분이 이런거구나....
69	슈르륵 슈르륵 끝...
69	베댓님 늑대가 아니라 개입니다 산책로에 늑대가 있을리는 없잖아요
69	이누랑 이누새끼 죽이지 마세요
69	대부분의 견주가 같이 산책하는강아지 대변을 안치운다고? 뭔소리야 그게 안그런사람들도 많다. 대부분이라고 말하지마
69	이누랑 이누애기들제발....
69	결론은 저 안경낀 재열이집 비서가 산책나가라고안했으면 이런일을없었음
69	일반화시키는 거 너무 싫다....지난번 이누 에피에서는 반려동물 버리는 사람들 욕하다가 졸지에 대부분의 사람이 반려동물 버린다더니 이번엔 배변봉투 안챙기고 다니는 몰상식한 사람들이 대부분이라고 하네.일반화 좀 시키지 마세요. 반려동물 가족처럼 생각하고 항상 배변봉투 지참하고 다니는 사람들 정말 기분 나쁩니다.
70	재열아 강아지들 너무 잘키웠어 ㅠㅡㅠ
70	근데 재열이 개줄을 밸트처럼해도 맛있다....
70	재열:그때부터였어요 제가 맛있어진게
70	진짜 외모지상주의네 자길 구해준건 뚱땡이 형석인데 집에 돌아갈때 잘생긴 형석이를 생각하면서 돌아가고있음
